Date,Open,High,Low,Close,Adj Close,Volume,12-day EMA,26-day EMA,MACD line,Signal line,MACD histogram,Up,Down,SMA Up,SMA Down,RS,RSI
2/12/2016,15691.62012,15974.04004,15691.62012,15973.83984,15973.83984,132550000,16059.52123,16276.43028,-216.9090554,-225.6796803,8.770624902,313.660156,0,98.61083979,92.28083143,1.068595051,51.65801062
2/16/2016,16012.38965,16196.41016,16012.38965,16196.41016,16196.41016,142030000,16080.58106,16270.50287,-189.9218036,-218.5281049,28.60630138,222.570312,0,94.36509479,92.28083143,1.022586092,50.55834687
2/17/2016,16217.98047,16486.11914,16217.98047,16453.83008,16453.83008,124080000,16138.00399,16284.08266,-146.0786717,-204.0382183,57.95954659,257.419922,0,112.7522321,76.36865229,1.476420347,59.61913326
2/18/2016,16483.75977,16511.83984,16390.42969,16413.42969,16413.42969,104950000,16180.37717,16293.66392,-113.2867486,-185.8879243,72.60117579,0,40.40039,103.8108259,79.25439443,1.309843153,56.70701715
2/19/2016,16410.96094,16410.96094,16278,16391.99023,16391.99023,134340000,16212.93303,16300.94735,-88.01432363,-166.3132042,78.29888058,0,21.439454,75.47788779,80.785784,0.934296655,48.30162182
2/22/2016,16417.13086,16664.24023,16417.13086,16620.66016,16620.66016,102240000,16275.66028,16324.62978,-48.96950321,-142.844464,93.87496079,228.669922,0,91.81145364,79.56284879,1.153948797,53.57364105
2/23/2016,16610.39063,16610.39063,16403.5293,16431.7793,16431.7793,98170000,16299.67859,16332.56678,-32.88819388,-120.85321,87.9650161,0,188.880859,91.81145364,71.93722093,1.2762719,56.06851712
2/24/2016,16418.83984,16507.39063,16165.86035,16484.99023,16484.99023,93620000,16328.18807,16343.85741,-15.66933611,-99.81643521,84.14709909,53.210937,0,82.5322265,71.93722093,1.147281274,53.42948258
2/25/2016,16504.38086,16697.98047,16458.41992,16697.28906,16697.28906,94120000,16384.97284,16370.03753,14.93530903,-76.86608636,91.80139539,212.298829,0,91.98786271,71.93722093,1.278724164,56.11579428
2/26/2016,16712.69922,16795.98047,16623.91016,16639.9707,16639.9707,98480000,16424.20328,16390.03258,34.17069961,-54.65872916,88.82942878,0,57.31836,91.98786271,60.91636443,1.510068166,60.1604445
2/29/2016,16634.15039,16726.11914,16510.40039,16516.5,16516.5,126220000,16438.40278,16399.40054,39.00223787,-35.92653576,74.92877363,0,123.470703,91.98786271,57.0271345,1.613054268,61.73060728
3/1/2016,16545.66992,16865.56055,16545.66992,16865.08008,16865.08008,105050000,16504.04544,16433.89532,70.15011894,-14.71120482,84.86132376,348.580078,0,116.8864397,56.12214007,2.082715299,67.56106539
3/2/2016,16851.16992,16900.16992,16766.32031,16899.32031,16899.32031,104470000,16564.85696,16468.37124,96.48571267,7.528178679,88.95753399,34.240235,0,119.3321708,49.00502229,2.435100837,70.88877307
3/3/2016,16896.16992,16944.31055,16820.73047,16943.90039,16943.90039,91110000,16623.17133,16503.59563,119.5757058,29.93768411,89.63802174,44.580078,0,122.5164621,30.82212614,3.974951679,79.89930226
3/4/2016,16945,17062.38086,16898.83984,17006.76953,17006.76953,106910000,16682.18644,16540.86777,141.3186723,52.21388175,89.10479055,62.86914,0,104.6028181,30.82212614,3.39375738,77.24043652
3/7/2016,16991.28906,17099.25,16940.48047,17073.94922,17073.94922,100290000,16742.45764,16580.35528,162.1023542,74.19157624,87.91077796,67.179688,0,93.50348779,30.82212614,3.033648209,75.208547
3/8/2016,17050.66992,17072.78906,16921.50977,16964.09961,16964.09961,108380000,16776.5564,16608.78079,167.7756135,92.9083837,74.86722983,0,109.84961,75.1163505,38.66852686,1.942570783,66.01611062
3/9/2016,16969.16992,17048.5,16947.93945,17000.35938,17000.35938,116690000,16810.98763,16637.78661,173.201019,108.9669108,64.23410822,36.259766,0,77.70633379,35.78278471,2.171612255,68.47029461
