Date,Open,High,Low,Close,Adj Close,Volume,12-day EMA,26-day EMA,MACD line,Signal line,MACD histogram,Up,Down,SMA Up,SMA Down,RS,RSI
12/4/2015,28.8225,29.8125,28.7775,29.7575,27.617,231108000,27.2371,27.1554,0.0817,0.1152,-0.0335,0.8886,0,0.213785714,0.102907143,2.077462345,67.50569502
12/7/2015,29.745001,29.965,29.452499,29.57,27.443,128336800,27.2688,27.1767,0.0921,0.1106,-0.0185,0,0.174,0.183292857,0.115335714,1.589211618,61.37820513
12/8/2015,29.379999,29.65,29.215,29.557501,27.4314,137238000,27.2938,27.1955,0.0982,0.1081,-0.0098,0,0.0116,0.183292857,0.108042857,1.696482877,62.91465418
12/9/2015,29.41,29.422501,28.77,28.905001,26.8259,185445600,27.2218,27.1682,0.0536,0.0972,-0.0436,0,0.6056,0.123628571,0.1513,0.817108866,44.96752403
12/10/2015,29.01,29.235001,28.877501,29.0425,26.9535,116850800,27.1805,27.1523,0.0283,0.0834,-0.0552,0.1276,0,0.10805,0.1513,0.714144085,41.66184693
12/11/2015,28.797501,28.8475,28.2125,28.295,26.2597,187544800,27.0389,27.0861,-0.0473,0.0573,-0.1046,0,0.6937,0.099435714,0.20085,0.495074505,33.11370124
12/14/2015,28.045,28.17,27.4475,28.120001,26.0973,257274800,26.894,27.0129,-0.1189,0.022,-0.1409,0,0.1624,0.099435714,0.186764286,0.532412896,34.74343616
12/15/2015,27.985001,28.200001,27.5875,27.622499,25.6356,213292400,26.7004,26.9109,-0.2105,-0.0245,-0.186,0,0.4617,0.080707143,0.219742857,0.367279938,26.86208782
12/16/2015,27.7675,27.997499,27.200001,27.834999,25.8328,224954000,26.5669,26.831,-0.2641,-0.0724,-0.1917,0.1972,0,0.094792857,0.205657143,0.460926646,31.55029361
12/17/2015,28.004999,28.0625,27.245001,27.245001,25.2853,179091200,26.3698,26.7165,-0.3468,-0.1273,-0.2195,0,0.5476,0.094792857,0.241128571,0.39312163,28.21875864
12/18/2015,27.227501,27.379999,26.452499,26.5075,24.6008,385813200,26.0976,26.5598,-0.4622,-0.1942,-0.2679,0,0.6845,0.086671429,0.290021429,0.298844913,23.00851395
12/21/2015,26.82,26.842501,26.3925,26.8325,24.9024,190362400,25.9137,26.437,-0.5233,-0.2601,-0.2632,0.3016,0,0.108214286,0.274114286,0.394777986,28.30400179
12/22/2015,26.85,26.93,26.612499,26.807501,24.8792,131157600,25.7546,26.3216,-0.5671,-0.3215,-0.2456,0,0.0232,0.108214286,0.258207143,0.41909873,29.53273943
12/23/2015,26.817499,27.2125,26.799999,27.1525,25.1994,130629600,25.6692,26.2385,-0.5693,-0.371,-0.1983,0.3202,0,0.131085714,0.240307143,0.545492376,35.29570151
12/24/2015,27.25,27.25,26.987499,27.0075,25.0648,54281600,25.5762,26.1516,-0.5754,-0.4119,-0.1635,0,0.1346,0.067614286,0.249921429,0.27054217,21.29344281
12/28/2015,26.897499,26.922501,26.545,26.705,24.7841,106816800,25.4543,26.0503,-0.5959,-0.4487,-0.1472,0,0.2807,0.067614286,0.257542857,0.262536055,20.7943412
12/29/2015,26.74,27.3575,26.715,27.184999,25.2296,123724800,25.4198,25.9895,-0.5697,-0.4729,-0.0968,0.4455,0,0.099435714,0.256714286,0.387340011,27.91961653
12/30/2015,27.145,27.174999,26.795,26.83,24.9001,100855200,25.3398,25.9088,-0.569,-0.4921,-0.0769,0,0.3295,0.099435714,0.236992857,0.419572621,29.55626327
12/31/2015,26.752501,26.7575,26.205,26.315001,24.4222,163649200,25.1986,25.7987,-0.6,-0.5137,-0.0863,0,0.478,0.090321429,0.271135714,0.33312258,24.98814323
1/4/2016,25.6525,26.342501,25.5,26.3375,24.443,270597600,25.0824,25.6983,-0.6159,-0.5341,-0.0817,0.0209,0,0.091814286,0.221585714,0.414351106,29.29619838
1/5/2016,26.4375,26.4625,25.602501,25.6775,23.8305,223164000,24.8898,25.5599,-0.6701,-0.5613,-0.1088,0,0.6125,0.091814286,0.253735714,0.361850069,26.57047771
1/6/2016,25.139999,25.592501,24.967501,25.174999,23.3642,273829600,24.6551,25.3973,-0.7422,-0.5975,-0.1447,0,0.4664,0.091814286,0.254071429,0.361371943,26.54468858
1/7/2016,24.67,25.032499,24.1075,24.112499,22.3781,324377600,24.3048,25.1736,-0.8688,-0.6518,-0.2171,0,0.9861,0.077728571,0.324507143,0.239528076,19.32413475
